thesis_id,domain,claim,key_strata,registry_complete,priority,atlas_status,testability,testability_reason,decision_status,evidence_level,source_artifact,domain_artifact_family,strata_reviewed,review_status,evidence_summary,power_summary,leakage_risk,implementation_path,next_action
WCT-HUM-006,HUM,"Overnight near-saturation (temperature approaches dewpoint before dawn = fog/dew) delays morning warming; fog must lift before surface heating begins, causing late warm start","saturation flag, month, regime",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,hum,"saturation flag, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-HUM-007,HUM,Dewpoint depression rate of decline on foehn days correlates with foehn intensity better than the absolute depression because initial dewpoint varies by season and synoptic setup,"rate of Td decline, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,hum,"rate of Td decline, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-HUM-008,HUM,"Moist southerly vs dry southerly (both S wind, different dewpoints) predict different Tmax levels; a moist southerly is capped near SST, a dry southerly from further south is colder but less SST-limited","southerly Td level, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,hum,"southerly Td level, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-HUM-009,HUM,Humidity trend direction during morning CP (rising Td = maritime air arriving; falling Td = foehn developing) is a binary signal with strong physical backing that has not been tested independently,"Td trend direction, month, CP",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,hum,"Td trend direction, month, CP",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-HUM-010,HUM,The monthly mean dewpoint seasonal cycle must be documented and removed before any dewpoint anomaly thesis can be evaluated; an undocumented seasonal confound is present,"month, Td seasonality",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,hum,"month, Td seasonality",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-HUM-011,HUM,Humidity recovery rate after foehn (dewpoint rising back toward maritime levels after NW weakens) predicts how completely foehn warming dissipates by evening,"dewpoint rise rate, post-foehn hours, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,hum,"dewpoint rise rate, post-foehn hours, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-HUM-012,HUM,High overnight dew formation (temperature reaches dewpoint before dawn) clusters in calm radiative autumn/spring; identifying these combinations is prerequisite for post-dew warming analysis,"dew flag, month, regime",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,hum,"dew flag, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-001,TIMING,The q90 late Tmax timing threshold by month × regime (per ADR-011) has not been documented or visualized; this table is a mandatory prerequisite before any TIMING or SPIKE thesis can proceed,"month, regime, q90 table",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,month x regime_label,SUPPORTED_DESCRIPTIVE_EVIDENCE,The mandatory month x regime q90 tmax_hour table now exists and is power-flagged.,28/57 month x regime timing cells have n < 30.,High if computed from holdout/live labels or used as a direct CP feature.,documented_evidence_only,Allow TIMING/SPIKE EDA to reference this table as a prerequisite; no model feature is promoted.
WCT-TIMING-002,TIMING,"By month, the median Tmax hour varies systematically; summer (Dec–Feb) likely 14:00–16:00; winter (Jun–Aug) likely earlier due to limited solar window; must be verified from data","month, median tmax_hour distribution",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"month, median tmax_hour distribution",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-003,TIMING,"By regime, the median Tmax hour varies; calm_radiative peaks earliest (dawn-to-noon radiation); foehn days may peak latest (NW strengthens through day); southerly days have no clear peak","regime, month, tmax_hour distribution",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"regime, month, tmax_hour distribution",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-004,TIMING,Month × regime cells with fewer than 30 historical occurrences should be flagged as underpowered for timing statistics; q90 thresholds from these cells are unreliable,"month, regime, sample size",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"month, regime, sample size",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-005,TIMING,"The hours_to_expected_peak feature (H2, rejected) failed because timing norms were not stratified by month × regime; rebuilding this feature with proper conditioning may rescue the concept","month, regime, peak timing prior",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"month, regime, peak timing prior",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-006,TIMING,Post-frontal clearing days show the highest Tmax hour variance; these days are unpredictable in timing because the clearing time is unknown at morning CP,"clearing time, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"clearing time, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-007,TIMING,"Conditional probability of Tmax occurring before 13:00, between 13:00 and 17:00, and after 17:00 differs by month and regime; these priors are needed for late spike risk assessment","tmax_hour bucket, month, regime",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"tmax_hour bucket, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-008,TIMING,"In summer, a late Tmax (after q90 threshold) may still be very high (long day); in winter, late Tmax is constrained by early sunset; the relationship between timing lateness and final magnitude is season-dependent","month, tmax_hour vs tmax_int",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"month, tmax_hour vs tmax_int",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-009,TIMING,The warming rate from Tmin to any given hour predicts Tmax hour better than any fixed timing prior; the rate at CP encodes whether the warming cycle is ahead or behind the seasonal norm,"warming rate by CP, month, regime",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"warming rate by CP, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-010,TIMING,Days where Tmax occurs at or before the CP window start (temperature has already peaked at CP time) are a structural failure mode; they should be identified by CP and labeled for evaluation,"CP, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"CP, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-011,TIMING,"The summer sea breeze (SSE onset ~14:00–15:00) creates a Tmax cap; when sea breeze arrives before the foehn can sustain its peak, Tmax is capped earlier than on foehn days without sea breeze","sea breeze flag, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"sea breeze flag, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-012,TIMING,Double-peak days (morning warm → brief cool → afternoon peak) require identifying the final peak from morning evidence only; historical frequency of double peaks by month and regime is needed,"double peak frequency, month, regime",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"double peak frequency, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-013,TIMING,expected_remaining_warming_time = q50_train(tmax_hour,"month, regime) − CP_hour is a direct runway measure that is more interpretable than H2's original implementation",true,1,"month, regime, CP",priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"month, regime) − CP_hour is a direct runway measure that is more interpretable than H2's original implementation",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-014,TIMING,"By season, the within-day Tmax timing distribution modality differs: approximately unimodal in summer (14:00–16:00 peak), more dispersed in winter (clear vs cloudy day polarization)","month, tmax_hour distribution shape",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"month, tmax_hour distribution shape",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-015,TIMING,"Days where Tmax is achieved after 21:00 exist and have a specific mechanism (strong NW holding nocturnal temperature, no cooling transition); their frequency and preconditions by month must be cataloged","extreme late tmax count, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"extreme late tmax count, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-016,TIMING,"The probability of late Tmax (> q90 threshold per month/regime) is predictable from morning wind, cloud, and humidity state; this probability is the true ""late spike risk"" target","morning predictors, month, regime",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,"morning predictors, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-017,TIMING,Atlas v1 references this thesis outside the quick-reference registry.,registry detail outside quick-reference table,false,1,E0_candidate,registry_missing_detail,"Official atlas count includes this thesis, but markdown detail is missing.",REJECTED,E0_registry_gap,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,registry detail outside quick-reference table,REJECTED_BY_DOMAIN_EVIDENCE,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,rejection_register,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-TIMING-018,TIMING,Atlas v1 references this thesis outside the quick-reference registry.,registry detail outside quick-reference table,false,1,E0_candidate,registry_missing_detail,"Official atlas count includes this thesis, but markdown detail is missing.",REJECTED,E0_registry_gap,reports/onda2e/domain_timing_norms_by_month_regime.csv,timing,registry detail outside quick-reference table,REJECTED_BY_DOMAIN_EVIDENCE,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,rejection_register,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-001,SPIKE,"Late spike definition must be `tmax_hour > q90_train(tmax_hour | month, regime)`; the current informal 17:00 rule misclassifies events in all months by failing to account for day-length and regime-conditional timing norms","month, regime, q90 threshold",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"month, regime, q90 threshold",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-002,SPIKE,"By month, the q90 late Tmax hour threshold differs substantially; a 17:00 Tmax may be unremarkable in June (low solar angle, limited day) but a genuine late event in February","month, q90 by month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"month, q90 by month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-003,SPIKE,"By regime, the q90 late Tmax threshold differs; a 17:00 Tmax is within the normal range for southerly recovery days and late for calm radiative days","regime, month, q90 by regime",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"regime, month, q90 by regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-004,SPIKE,"Late spikes are physically caused by at least four distinct mechanisms: (A) post-frontal clearing, (B) slow-developing foehn, (C) afternoon thermal plume, (D) sea breeze failure on strong NW days; these mechanisms have different morning observable signatures","mechanism type, month, regime",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"mechanism type, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-005,SPIKE,"Morning observable signals that precede late spike events: cloud decreasing (cloud at CP20 but clearing by CP23), pressure shift from falling to rising, wind backing from S toward N, temperature rising faster than climatology","compound morning signal, month, regime",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"compound morning signal, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-006,SPIKE,The frequency of late Tmax events by month × regime must be tabulated; cells with < 10% late event rate indicate that a late spike risk model for those cells is predicting a rare event,"month, regime, late event rate",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"month, regime, late event rate",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-007,SPIKE,The prediction interval at settlement time is wider on late-spike-candidate days; identifying these days at CP is useful for uncertainty quantification and risk-adjusted forecasting,"heteroskedasticity, month, regime",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"heteroskedasticity, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-008,SPIKE,"The ""clearing"" signal (cloud cover decreasing between consecutive METARs) is the most direct late-spike precursor for southerly_disrupted days; its timing and rate predict whether clearing will generate a significant Tmax","clearing rate, clearing start hour, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"clearing rate, clearing start hour, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-009,SPIKE,Post-frontal temperature recovery rate (warming rate after clearing) varies by season; summer clearing yields faster and higher recovery than winter clearing,"clearing time, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"clearing time, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-010,SPIKE,"Foehn-driven late spikes (NW foehn developing slowly through day, peaking in late afternoon) differ mechanistically from post-clearing late spikes; foehn late spikes may be more extreme but less frequent","mechanism, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"mechanism, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-011,SPIKE,"Current model mean error on late Tmax days (tmax_hour > q90) should be quantified separately from pooled MAE; if systematic underestimation is found, this is direct evidence for the late spike risk concept","late event subgroup error, month, regime",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"late event subgroup error, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-012,SPIKE,"By month, the climatological probability of Tmax after sunset is effectively zero; the effective window for late spikes is month-dependent on civil twilight time","month, sunset hour, late event feasibility",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"month, sunset hour, late event feasibility",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-013,SPIKE,"A continuous late spike index (P(late_tmax_event) given morning observables, conditioned on month × regime) is more useful than a binary classification at CP","probability model, month, regime",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"probability model, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-014,SPIKE,Days transitioning from southerly morning to NW afternoon (southerly_disrupted → NW recovery) should be cataloged as a late-spike sub-type with own historical Tmax distribution,"transition type, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"transition type, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-015,SPIKE,"The interaction between month (day length), regime (physical state), and CP lead time (evidence available) forms a 3D space of late spike probability that must be mapped",month × regime × CP,true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,month × regime × CP,SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-SPIKE-016,SPIKE,"Days that appear ""settled"" at CP23 (clear, calm, warming trend) but still experience a late spike likely have an undetected intraday pattern shift; their precursor fingerprint should be characterized","settled-at-CP false confident days, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_timing_bucket_priors.csv,timing,"settled-at-CP false confident days, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
